code,name,time,price,volume,preprice,type
000158,常山北明,15:00:03,9.14,648900,9.15,中性盘
000158,常山北明,14:56:27,9.14,67400,9.14,卖盘
000158,常山北明,14:56:06,9.14,102200,9.15,卖盘
000158,常山北明,14:56:03,9.15,69900,9.15,买盘
000158,常山北明,14:56:00,9.15,96900,9.15,卖盘
000158,常山北明,14:55:48,9.15,54600,9.16,买盘
000158,常山北明,14:55:42,9.14,53300,9.15,卖盘
000158,常山北明,14:55:06,9.15,73000,9.14,买盘
000158,常山北明,14:54:48,9.15,73800,9.14,买盘
000158,常山北明,14:54:21,9.15,55900,9.14,买盘
000158,常山北明,14:54:00,9.15,63400,9.16,卖盘
000158,常山北明,14:53:57,9.16,141600,9.16,买盘
000158,常山北明,14:53:36,9.15,79300,9.15,卖盘
000158,常山北明,14:53:18,9.17,117400,9.16,买盘
000158,常山北明,14:52:27,9.17,234900,9.16,买盘
000158,常山北明,14:52:24,9.16,108300,9.17,卖盘
000158,常山北明,14:52:00,9.17,114200,9.17,买盘
000158,常山北明,14:49:09,9.15,103638,9.16,卖盘
000158,常山北明,14:44:09,9.14,96200,9.14,买盘
000158,常山北明,14:44:06,9.14,78100,9.14,买盘
000158,常山北明,14:44:03,9.14,159000,9.14,卖盘
000158,常山北明,14:40:39,9.15,60600,9.14,买盘
000158,常山北明,14:40:15,9.13,57700,9.14,卖盘
000158,常山北明,14:40:12,9.14,51900,9.14,卖盘
000158,常山北明,14:40:09,9.14,51900,9.14,卖盘
000158,常山北明,14:39:39,9.14,115400,9.14,卖盘
000158,常山北明,14:39:18,9.15,50000,9.14,买盘
000158,常山北明,14:38:51,9.14,70000,9.14,买盘
000158,常山北明,14:37:09,9.11,277000,9.12,卖盘
000158,常山北明,14:34:36,9.11,87500,9.11,卖盘
000158,常山北明,14:34:33,9.11,89800,9.12,卖盘
000158,常山北明,14:34:27,9.11,50887,9.12,卖盘
000158,常山北明,14:34:24,9.12,111700,9.13,卖盘
000158,常山北明,14:33:15,9.12,55800,9.12,买盘
000158,常山北明,14:33:03,9.12,67600,9.12,卖盘
000158,常山北明,14:32:06,9.11,87200,9.11,卖盘
000158,常山北明,14:31:18,9.12,63700,9.1,买盘
000158,常山北明,14:30:57,9.1,90800,9.1,买盘
000158,常山北明,14:30:54,9.1,183600,9.1,买盘
000158,常山北明,14:30:48,9.1,52000,9.1,买盘
000158,常山北明,14:30:45,9.1,345300,9.11,卖盘
000158,常山北明,14:29:27,9.11,213700,9.12,卖盘
000158,常山北明,14:29:18,9.12,205100,9.11,买盘
000158,常山北明,14:29:00,9.12,321700,9.11,中性盘
000158,常山北明,14:28:57,9.11,104200,9.12,卖盘
000158,常山北明,14:28:30,9.12,51300,9.12,卖盘
