code,name,time,price,volume,preprice,type
600488,天药股份,15:00:00,5.71,593200,5.71,买盘
600488,天药股份,14:56:29,5.71,50000,5.71,卖盘
600488,天药股份,14:32:10,5.71,50000,5.71,卖盘
600488,天药股份,14:31:13,5.71,41700,5.71,卖盘
600488,天药股份,14:03:46,5.71,50000,5.71,卖盘
600488,天药股份,13:58:37,5.71,44400,5.71,卖盘
600488,天药股份,13:58:10,5.71,51300,5.71,卖盘
600488,天药股份,13:51:52,5.71,68000,5.71,卖盘
600488,天药股份,13:00:04,5.71,85400,5.71,卖盘
600488,天药股份,13:00:01,5.71,46500,5.71,卖盘
600488,天药股份,10:58:06,5.71,50000,5.71,卖盘
600488,天药股份,10:57:36,5.71,53200,5.71,卖盘
600488,天药股份,10:57:33,5.71,200000,5.71,卖盘
600488,天药股份,10:57:09,5.71,260300,5.71,卖盘
600488,天药股份,10:03:15,5.71,50000,5.71,卖盘
600488,天药股份,09:59:18,5.71,48500,5.71,卖盘
600488,天药股份,09:57:42,5.71,43700,5.71,卖盘
600488,天药股份,09:44:00,5.71,119400,5.71,卖盘
600488,天药股份,09:43:51,5.71,129100,5.71,卖盘
600488,天药股份,09:42:48,5.71,149900,5.71,卖盘
600488,天药股份,09:38:06,5.71,199600,5.71,卖盘
600488,天药股份,09:35:30,5.71,58100,5.71,卖盘
600488,天药股份,09:35:15,5.71,80600,5.71,卖盘
600488,天药股份,09:34:15,5.71,82400,5.71,卖盘
600488,天药股份,09:34:03,5.71,58500,5.71,卖盘
600488,天药股份,09:33:45,5.71,100600,5.71,卖盘
600488,天药股份,09:33:39,5.71,40000,5.71,卖盘
600488,天药股份,09:33:36,5.71,65700,5.71,卖盘
600488,天药股份,09:33:33,5.71,41800,5.71,卖盘
600488,天药股份,09:33:27,5.71,129400,5.71,卖盘
600488,天药股份,09:33:24,5.71,62000,5.71,卖盘
600488,天药股份,09:33:21,5.71,114400,5.71,卖盘
600488,天药股份,09:33:18,5.71,80500,5.71,卖盘
600488,天药股份,09:33:15,5.71,391300,5.71,卖盘
600488,天药股份,09:33:12,5.71,195400,5.71,卖盘
600488,天药股份,09:33:09,5.71,468800,5.71,卖盘
600488,天药股份,09:33:06,5.71,140400,5.71,卖盘
600488,天药股份,09:33:03,5.71,239800,5.71,卖盘
600488,天药股份,09:33:00,5.71,382000,5.71,卖盘
600488,天药股份,09:32:57,5.71,367500,5.71,卖盘
600488,天药股份,09:32:54,5.71,1500900,5.71,卖盘
600488,天药股份,09:32:51,5.71,1473900,5.71,卖盘
600488,天药股份,09:32:48,5.71,235937,5.71,卖盘
600488,天药股份,09:32:45,5.71,1656300,5.71,卖盘
600488,天药股份,09:32:42,5.71,82100,5.71,卖盘
600488,天药股份,09:32:39,5.71,1426900,5.71,卖盘
600488,天药股份,09:32:36,5.71,78400,5.71,卖盘
600488,天药股份,09:32:30,5.71,92600,5.71,卖盘
600488,天药股份,09:32:27,5.71,81000,5.71,卖盘
600488,天药股份,09:32:24,5.71,40600,5.71,卖盘
600488,天药股份,09:32:21,5.71,132900,5.71,卖盘
600488,天药股份,09:32:18,5.71,63800,5.71,卖盘
600488,天药股份,09:32:15,5.71,130400,5.71,卖盘
600488,天药股份,09:32:12,5.71,144900,5.71,卖盘
600488,天药股份,09:32:09,5.71,50100,5.71,卖盘
600488,天药股份,09:32:06,5.71,134900,5.71,卖盘
600488,天药股份,09:31:57,5.71,651200,5.71,卖盘
600488,天药股份,09:31:54,5.71,120700,5.71,卖盘
600488,天药股份,09:31:48,5.71,933000,5.71,卖盘
600488,天药股份,09:31:30,5.71,45000,5.71,卖盘
600488,天药股份,09:30:06,5.71,271100,5.71,卖盘
600488,天药股份,09:30:03,5.71,338000,5.71,卖盘
600488,天药股份,09:25:00,5.71,1157065,0.0,买盘
