code,name,time,price,volume,preprice,type
300624,万兴科技,15:00:03,66.44,132620,66.44,买盘
300624,万兴科技,14:52:42,66.44,42800,66.44,卖盘
300624,万兴科技,14:51:33,66.44,13500,66.44,卖盘
300624,万兴科技,14:51:15,66.44,19400,66.44,卖盘
300624,万兴科技,14:50:48,66.44,9000,66.44,卖盘
300624,万兴科技,14:50:09,66.44,55600,66.44,卖盘
300624,万兴科技,14:47:36,66.44,11300,66.44,卖盘
300624,万兴科技,14:41:57,66.44,442656,66.38,买盘
300624,万兴科技,14:41:51,66.38,12100,66.33,买盘
300624,万兴科技,14:41:42,66.19,30200,66.19,买盘
300624,万兴科技,14:41:39,66.19,10500,66.17,买盘
300624,万兴科技,14:41:33,66.18,18340,66.12,买盘
300624,万兴科技,14:41:27,66.12,20200,66.11,买盘
300624,万兴科技,14:41:18,66.1,11400,66.1,买盘
300624,万兴科技,14:41:00,66.0,18600,66.01,卖盘
300624,万兴科技,14:40:51,66.0,12820,65.92,买盘
300624,万兴科技,14:40:12,66.0,30000,65.88,买盘
300624,万兴科技,14:39:57,65.86,10600,65.88,卖盘
300624,万兴科技,14:36:27,65.9,23300,65.94,买盘
300624,万兴科技,14:29:36,66.0,31460,65.88,买盘
300624,万兴科技,14:26:18,65.91,10100,65.91,卖盘
300624,万兴科技,14:25:15,66.0,9820,65.93,买盘
300624,万兴科技,14:24:06,66.14,9000,66.14,买盘
300624,万兴科技,14:24:00,66.18,9200,66.15,买盘
300624,万兴科技,14:23:30,66.11,15300,66.1,买盘
300624,万兴科技,14:23:12,66.05,25160,66.0,买盘
300624,万兴科技,14:23:09,66.0,15100,65.98,买盘
300624,万兴科技,14:20:30,65.82,15800,65.81,中性盘
300624,万兴科技,14:19:42,65.57,70260,65.49,买盘
300624,万兴科技,14:08:36,65.34,14000,65.31,买盘
300624,万兴科技,14:01:39,65.46,10900,65.31,买盘
300624,万兴科技,14:00:57,65.25,20800,65.21,买盘
300624,万兴科技,14:00:24,65.08,10800,65.14,卖盘
300624,万兴科技,13:56:39,66.0,43100,65.88,买盘
300624,万兴科技,13:54:48,65.93,10100,66.0,中性盘
300624,万兴科技,13:54:36,66.0,9600,65.96,买盘
300624,万兴科技,13:53:42,66.0,15800,66.0,买盘
300624,万兴科技,13:53:27,66.0,21900,65.92,买盘
300624,万兴科技,13:52:54,65.95,12600,65.9,买盘
300624,万兴科技,13:50:27,66.0,10600,66.01,卖盘
300624,万兴科技,13:49:39,66.0,111600,65.89,买盘
300624,万兴科技,13:49:00,65.8,15540,65.69,买盘
300624,万兴科技,13:48:21,65.5,19580,65.43,买盘
300624,万兴科技,13:43:51,65.8,19800,65.7,买盘
300624,万兴科技,13:42:12,65.5,9000,65.49,买盘
