code,name,time,price,volume,preprice,type
300419,浩丰科技,15:00:03,6.16,492300,6.17,卖盘
300419,浩丰科技,14:56:45,6.17,40100,6.17,买盘
300419,浩丰科技,14:56:39,6.17,79700,6.17,买盘
300419,浩丰科技,14:56:21,6.17,46400,6.16,买盘
300419,浩丰科技,14:56:06,6.16,37600,6.16,卖盘
300419,浩丰科技,14:55:36,6.17,48000,6.16,买盘
300419,浩丰科技,14:55:18,6.16,50300,6.17,卖盘
300419,浩丰科技,14:54:42,6.18,38500,6.17,买盘
300419,浩丰科技,14:54:39,6.17,67300,6.17,卖盘
300419,浩丰科技,14:54:36,6.17,43700,6.17,卖盘
300419,浩丰科技,14:54:33,6.17,135200,6.18,卖盘
300419,浩丰科技,14:54:15,6.17,56700,6.17,卖盘
300419,浩丰科技,14:54:09,6.18,158800,6.18,买盘
300419,浩丰科技,14:54:06,6.18,38600,6.17,买盘
300419,浩丰科技,14:53:54,6.17,64600,6.17,买盘
300419,浩丰科技,14:53:51,6.17,82400,6.17,买盘
300419,浩丰科技,14:53:48,6.17,95100,6.18,卖盘
300419,浩丰科技,14:53:39,6.17,41600,6.18,卖盘
300419,浩丰科技,14:53:33,6.17,50600,6.17,卖盘
300419,浩丰科技,14:53:30,6.17,130700,6.18,卖盘
300419,浩丰科技,14:53:27,6.18,173900,6.18,买盘
300419,浩丰科技,14:53:24,6.18,112100,6.18,买盘
300419,浩丰科技,14:53:21,6.18,183000,6.17,买盘
300419,浩丰科技,14:53:15,6.17,293400,6.16,买盘
300419,浩丰科技,14:53:06,6.16,158500,6.16,买盘
300419,浩丰科技,14:53:00,6.15,42600,6.16,卖盘
300419,浩丰科技,14:52:54,6.15,60500,6.14,买盘
300419,浩丰科技,14:51:57,6.1,157400,6.1,买盘
300419,浩丰科技,14:51:39,6.08,39000,6.09,买盘
300419,浩丰科技,14:51:27,6.08,47800,6.07,买盘
300419,浩丰科技,14:51:24,6.07,70000,6.07,卖盘
300419,浩丰科技,14:50:42,6.05,39500,6.05,买盘
300419,浩丰科技,14:50:21,6.05,39900,6.03,买盘
300419,浩丰科技,14:50:15,6.03,91600,6.03,买盘
300419,浩丰科技,14:49:42,6.02,44900,6.02,买盘
300419,浩丰科技,14:49:30,6.02,135800,6.02,买盘
300419,浩丰科技,14:48:39,6.0,67500,6.01,卖盘
300419,浩丰科技,14:45:57,6.02,84200,6.0,买盘
300419,浩丰科技,14:22:51,6.0,46100,6.0,买盘
300419,浩丰科技,14:04:51,6.01,131000,6.01,卖盘
300419,浩丰科技,14:01:09,6.0,65100,5.99,买盘
300419,浩丰科技,14:00:24,6.0,77700,6.01,卖盘
300419,浩丰科技,13:57:06,6.01,50000,6.02,卖盘
300419,浩丰科技,13:42:36,6.03,61600,6.02,买盘
300419,浩丰科技,13:28:54,6.02,104560,6.01,买盘
300419,浩丰科技,13:28:42,6.01,61450,6.0,买盘
300419,浩丰科技,13:27:39,6.0,45700,6.0,买盘
300419,浩丰科技,13:26:33,6.0,52000,6.0,买盘
300419,浩丰科技,13:12:36,6.0,80000,5.99,买盘
300419,浩丰科技,11:21:21,6.0,40000,6.01,卖盘
300419,浩丰科技,11:21:00,6.02,50000,6.01,买盘
300419,浩丰科技,11:19:51,6.03,60500,6.03,买盘
300419,浩丰科技,11:18:15,6.0,115900,6.0,买盘
300419,浩丰科技,11:18:06,5.99,46900,5.99,买盘
300419,浩丰科技,11:17:57,5.99,60000,5.99,买盘
300419,浩丰科技,11:09:33,5.98,60000,5.97,买盘
300419,浩丰科技,10:52:21,5.98,105700,5.98,买盘
300419,浩丰科技,10:52:06,5.97,38200,5.96,买盘
300419,浩丰科技,10:51:03,5.95,42000,5.94,买盘
300419,浩丰科技,10:50:09,5.93,46500,5.95,卖盘
300419,浩丰科技,10:48:36,5.93,71900,5.93,买盘
300419,浩丰科技,10:28:12,5.94,90500,5.94,卖盘
300419,浩丰科技,10:19:21,5.94,37500,5.94,买盘
300419,浩丰科技,10:08:57,5.9,41400,5.89,买盘
300419,浩丰科技,10:06:06,5.91,56600,5.92,卖盘
300419,浩丰科技,10:04:45,5.88,44900,5.89,卖盘
300419,浩丰科技,10:04:24,5.9,106400,5.9,卖盘
300419,浩丰科技,10:04:12,5.91,57200,5.91,买盘
300419,浩丰科技,10:01:21,5.93,73200,5.95,卖盘
300419,浩丰科技,09:58:39,5.98,44300,5.98,买盘
300419,浩丰科技,09:58:15,5.98,40200,5.98,卖盘
300419,浩丰科技,09:55:15,5.93,62100,5.94,卖盘
300419,浩丰科技,09:53:54,5.94,45500,5.95,卖盘
300419,浩丰科技,09:53:03,5.96,58500,5.96,卖盘
300419,浩丰科技,09:52:39,5.98,65800,5.98,买盘
300419,浩丰科技,09:51:00,6.0,57900,6.0,卖盘
300419,浩丰科技,09:50:09,6.0,51200,5.99,买盘
300419,浩丰科技,09:49:33,6.02,69800,6.01,买盘
300419,浩丰科技,09:48:57,6.0,60300,6.0,卖盘
300419,浩丰科技,09:48:54,6.0,76500,6.0,买盘
300419,浩丰科技,09:48:15,5.98,37869,5.98,买盘
300419,浩丰科技,09:48:00,5.98,50600,5.97,买盘
300419,浩丰科技,09:47:48,5.98,51220,5.97,买盘
300419,浩丰科技,09:47:27,5.98,44400,5.98,买盘
300419,浩丰科技,09:47:12,5.97,37300,5.97,卖盘
300419,浩丰科技,09:46:24,5.96,44820,5.96,买盘
300419,浩丰科技,09:45:42,5.94,46400,5.92,买盘
300419,浩丰科技,09:44:36,5.9,72100,5.91,卖盘
300419,浩丰科技,09:42:45,5.94,54800,5.95,卖盘
300419,浩丰科技,09:42:12,5.96,52800,5.95,买盘
300419,浩丰科技,09:41:57,5.95,91400,5.96,卖盘
300419,浩丰科技,09:41:45,5.95,43600,5.95,买盘
300419,浩丰科技,09:41:36,5.95,39700,5.96,卖盘
300419,浩丰科技,09:41:27,5.96,38800,5.95,买盘
300419,浩丰科技,09:41:12,5.95,40500,5.95,买盘
300419,浩丰科技,09:40:24,5.93,198300,5.95,卖盘
300419,浩丰科技,09:39:21,5.96,48300,5.97,卖盘
300419,浩丰科技,09:38:36,6.0,37400,6.0,卖盘
300419,浩丰科技,09:38:09,6.03,276900,6.03,买盘
300419,浩丰科技,09:38:03,6.02,69700,6.01,买盘
300419,浩丰科技,09:37:54,6.02,48300,6.02,买盘
300419,浩丰科技,09:37:48,6.02,47700,6.02,买盘
300419,浩丰科技,09:37:36,6.04,43400,6.03,买盘
300419,浩丰科技,09:37:27,6.02,51200,6.03,中性盘
300419,浩丰科技,09:37:15,6.04,59400,6.02,买盘
300419,浩丰科技,09:37:09,6.02,42700,6.0,买盘
300419,浩丰科技,09:36:48,6.0,50400,6.0,买盘
300419,浩丰科技,09:36:24,6.02,44000,6.07,卖盘
300419,浩丰科技,09:36:18,6.08,95100,6.05,买盘
300419,浩丰科技,09:36:12,6.09,49600,6.09,买盘
300419,浩丰科技,09:36:09,6.09,44400,6.08,买盘
300419,浩丰科技,09:36:06,6.08,118100,6.09,中性盘
300419,浩丰科技,09:36:03,6.09,198900,6.1,卖盘
300419,浩丰科技,09:36:00,6.1,138200,6.1,买盘
300419,浩丰科技,09:35:57,6.1,121200,6.18,卖盘
300419,浩丰科技,09:35:54,6.18,54700,6.1,买盘
300419,浩丰科技,09:35:51,6.1,98100,6.18,中性盘
300419,浩丰科技,09:35:48,6.18,932300,6.08,买盘
300419,浩丰科技,09:35:45,6.08,129500,6.02,买盘
300419,浩丰科技,09:35:36,6.0,392973,5.9,买盘
300419,浩丰科技,09:35:33,5.9,69800,5.91,卖盘
300419,浩丰科技,09:35:24,5.9,72400,5.9,买盘
300419,浩丰科技,09:35:15,5.89,38600,5.87,买盘
300419,浩丰科技,09:35:12,5.87,44800,5.87,卖盘
300419,浩丰科技,09:34:54,5.85,202600,5.83,买盘
300419,浩丰科技,09:34:42,5.82,42800,5.81,卖盘
300419,浩丰科技,09:34:36,5.81,190400,5.82,卖盘
300419,浩丰科技,09:34:18,5.8,81300,5.81,卖盘
300419,浩丰科技,09:34:15,5.81,41500,5.8,买盘
