code,name,time,price,volume,preprice,type
300525,博思软件,15:00:03,34.19,19860,34.19,买盘
300525,博思软件,14:56:30,34.17,20700,34.19,卖盘
300525,博思软件,14:52:06,34.18,37065,34.18,买盘
300525,博思软件,14:51:42,34.19,20000,34.19,卖盘
300525,博思软件,14:51:09,34.19,50000,34.19,卖盘
300525,博思软件,14:50:51,34.19,50000,34.19,卖盘
300525,博思软件,14:44:36,34.19,15480,34.19,卖盘
300525,博思软件,14:40:21,34.19,84080,34.19,卖盘
300525,博思软件,14:37:51,34.19,17822,34.18,买盘
300525,博思软件,14:35:45,34.19,21000,34.19,卖盘
300525,博思软件,14:35:12,34.19,27710,34.19,卖盘
300525,博思软件,14:34:39,34.19,22000,34.19,卖盘
300525,博思软件,14:25:54,34.19,20000,34.19,卖盘
300525,博思软件,14:24:54,34.19,20000,34.19,卖盘
300525,博思软件,14:24:33,34.19,15000,34.19,卖盘
300525,博思软件,14:23:51,34.19,20000,34.19,卖盘
300525,博思软件,14:23:33,34.19,20800,34.19,卖盘
300525,博思软件,14:22:09,34.18,23050,34.19,买盘
300525,博思软件,14:21:18,34.18,14930,34.18,买盘
300525,博思软件,14:21:06,34.19,20580,34.19,卖盘
300525,博思软件,14:21:00,34.19,86930,34.19,卖盘
300525,博思软件,14:20:45,34.19,20200,34.18,买盘
300525,博思软件,14:20:42,34.18,58400,34.18,卖盘
300525,博思软件,14:20:33,34.19,16230,34.19,买盘
300525,博思软件,14:20:30,34.19,18690,34.19,卖盘
300525,博思软件,14:20:24,34.19,36603,34.19,卖盘
300525,博思软件,14:20:18,34.19,18600,34.19,卖盘
300525,博思软件,14:20:15,34.19,58160,34.19,卖盘
300525,博思软件,14:19:54,34.19,56000,34.19,卖盘
300525,博思软件,14:19:39,34.19,23240,34.19,卖盘
300525,博思软件,14:19:09,34.19,30900,34.19,卖盘
300525,博思软件,14:18:42,34.19,30000,34.19,卖盘
300525,博思软件,14:06:21,34.19,15910,34.19,卖盘
300525,博思软件,14:06:09,34.19,16590,34.19,卖盘
300525,博思软件,14:06:06,34.19,20400,34.19,卖盘
300525,博思软件,14:06:03,34.19,96225,34.19,买盘
300525,博思软件,14:05:57,34.19,73745,34.19,买盘
300525,博思软件,14:05:54,34.19,53272,34.19,卖盘
300525,博思软件,14:05:51,34.19,63773,34.19,卖盘
300525,博思软件,14:05:48,34.19,67680,34.19,卖盘
300525,博思软件,14:05:45,34.19,26880,34.19,卖盘
300525,博思软件,14:05:39,34.19,123100,34.19,卖盘
300525,博思软件,14:05:18,34.19,35780,34.19,卖盘
300525,博思软件,14:05:15,34.19,17100,34.19,卖盘
300525,博思软件,14:05:00,34.19,32000,34.19,卖盘
300525,博思软件,14:04:51,34.19,43300,34.19,卖盘
300525,博思软件,14:01:33,34.19,30072,34.19,卖盘
300525,博思软件,13:59:51,34.19,14120,34.19,卖盘
300525,博思软件,13:59:27,34.19,20500,34.19,卖盘
300525,博思软件,13:59:18,34.19,450884,34.09,买盘
300525,博思软件,13:58:21,34.08,22237,34.02,买盘
300525,博思软件,13:56:45,34.0,20700,34.04,卖盘
300525,博思软件,13:55:54,34.05,15900,34.05,买盘
300525,博思软件,13:55:39,34.01,37200,34.01,买盘
300525,博思软件,13:55:36,34.01,17100,34.01,买盘
300525,博思软件,13:55:33,34.01,33286,34.0,买盘
300525,博思软件,13:55:15,33.96,13700,33.94,买盘
300525,博思软件,13:54:21,33.96,69700,33.93,卖盘
300525,博思软件,13:53:21,33.89,17552,33.85,买盘
300525,博思软件,13:49:48,34.0,32800,33.98,买盘
300525,博思软件,13:49:33,34.0,14360,33.97,买盘
300525,博思软件,13:48:42,33.97,13670,33.9,买盘
300525,博思软件,13:45:06,33.9,17500,33.93,卖盘
300525,博思软件,13:44:21,33.98,17500,33.97,买盘
300525,博思软件,13:42:09,33.8,14400,33.78,买盘
300525,博思软件,13:41:48,33.8,55700,33.62,买盘
300525,博思软件,13:40:15,33.7,35810,33.62,买盘
300525,博思软件,13:37:54,33.53,20100,33.52,买盘
300525,博思软件,13:31:30,33.45,22500,33.47,卖盘
300525,博思软件,13:24:48,33.3,31100,33.23,买盘
300525,博思软件,13:22:12,33.23,22240,33.2,买盘
300525,博思软件,13:06:45,33.33,16060,33.35,卖盘
300525,博思软件,13:04:15,33.31,13306,33.29,买盘
300525,博思软件,13:00:03,33.23,21851,33.2,买盘
300525,博思软件,11:25:48,33.22,15300,33.22,买盘
300525,博思软件,11:23:15,33.21,45500,33.25,卖盘
300525,博思软件,11:22:06,33.35,14300,33.41,卖盘
300525,博思软件,11:18:45,33.61,20700,33.6,买盘
300525,博思软件,11:13:51,33.63,16200,33.65,卖盘
300525,博思软件,11:13:39,33.64,15200,33.68,卖盘
300525,博思软件,11:13:18,33.68,16928,33.7,卖盘
300525,博思软件,11:11:03,33.72,20230,33.66,买盘
300525,博思软件,11:10:27,33.52,29450,33.48,买盘
300525,博思软件,11:09:36,33.4,23500,33.35,买盘
300525,博思软件,11:08:36,33.3,33400,33.25,买盘
300525,博思软件,11:08:30,33.23,14631,33.2,买盘
